24999997,3003803,54990328,3003803,54990328,26996196,24999997,26996196,24999997,3078803
29908735,7912541,50081589,7912541,50081589,22087457,29908735,22087457,29908735,7987541
34817473,12821279,45172850,12821279,45172850,17178718,34817473,17178718,34817473,12896279
24801451,3003803,55188872,3003803,55188872,26996196,24801451,26996196,24801451,3078803
29710189,7912541,50280133,7912541,50280133,22087457,29710189,22087457,29710189,7987541
34618927,12821279,45371394,12821279,45371394,17178718,34618927,17178718,34618927,12896279
24602905,3003803,55387420,3003803,55387420,26996196,24602905,26996196,24602905,3078803
29511643,7912541,50478681,7912541,50478681,22087457,29511643,22087457,29511643,7987541
34420381,12821279,45569942,12821279,45569942,17178718,34420381,17178718,34420381,12896279
24404359,3003803,55585964,3003803,55585964,26996196,24404359,26996196,24404359,3078803
29313097,7912541,50677225,7912541,50677225,22087457,29313097,22087457,29313097,7987541
34221835,12821279,45768486,12821279,45768486,17178718,34221835,17178718,34221835,12896279
24205813,3003803,55784512,3003803,55784512,26996196,24205813,26996196,24205813,3078803
29114551,7912541,50875773,7912541,50875773,22087457,29114551,22087457,29114551,7987541
34023289,12821279,45967034,12821279,45967034,17178718,34023289,17178718,34023289,12896279
24007267,3003803,55983056,3003803,55983056,26996196,24007267,26996196,24007267,3078803
28916005,7912541,51074317,7912541,51074317,22087457,28916005,22087457,28916005,7987541
33824743,12821279,46165578,12821279,46165578,17178718,33824743,17178718,33824743,12896279
23821799,3003803,56168524,3003803,56168524,26996196,23821799,26996196,23821799,3078803
28730537,7912541,51259785,7912541,51259785,22087457,28730537,22087457,28730537,7987541
33639275,12821279,46351046,12821279,46351046,17178718,33639275,17178718,33639275,12896279
23650649,3003803,56339672,3003803,56339672,26996196,23650649,26996196,23650649,3078803
28559387,7912541,51430933,7912541,51430933,22087457,28559387,22087457,28559387,7987541
33468125,12821279,46522194,12821279,46522194,17178718,33468125,17178718,33468125,12896279
23479499,3003803,56510824,3003803,56510824,26996196,23479499,26996196,23479499,3078803
28388237,7912541,51602085,7912541,51602085,22087457,28388237,22087457,28388237,7987541
33296975,12821279,46693346,12821279,46693346,17178718,33296975,17178718,33296975,12896279
23308351,3003803,56681972,3003803,56681972,26996196,23308351,26996196,23308351,3078803
28217089,7912541,51773233,7912541,51773233,22087457,28217089,22087457,28217089,7987541
33125827,12821279,46864494,12821279,46864494,17178718,33125827,17178718,33125827,12896279
23137201,3003803,56853124,3003803,56853124,26996196,23137201,26996196,23137201,3078803
28045939,7912541,51944385,7912541,51944385,22087457,28045939,22087457,28045939,7987541
32954677,12821279,47035646,12821279,47035646,17178718,32954677,17178718,32954677,12896279
22966051,3003803,57024272,3003803,57024272,26996196,22966051,26996196,22966051,3078803
27874789,7912541,52115533,7912541,52115533,22087457,27874789,22087457,27874789,7987541
32783527,12821279,47206794,12821279,47206794,17178718,32783527,17178718,32783527,12896279
22794903,3003803,57195420,3003803,57195420,26996196,22794903,26996196,22794903,3078803
27703641,7912541,52286681,7912541,52286681,22087457,27703641,22087457,27703641,7987541
32612379,12821279,47377942,12821279,47377942,17178718,32612379,17178718,32612379,12896279
22623753,3003803,57366572,3003803,57366572,26996196,22623753,26996196,22623753,3078803
27532491,7912541,52457833,7912541,52457833,22087457,27532491,22087457,27532491,7987541
32441229,12821279,47549094,12821279,47549094,17178718,32441229,17178718,32441229,12896279
22452603,3003803,57537720,3003803,57537720,26996196,22452603,26996196,22452603,3078803
27361341,7912541,52628981,7912541,52628981,22087457,27361341,22087457,27361341,7987541
32270079,12821279,47720242,12821279,47720242,17178718,32270079,17178718,32270079,12896279
22281453,3003803,57708868,3003803,57708868,26996196,22281453,26996196,22281453,3078803
27190191,7912541,52800129,7912541,52800129,22087457,27190191,22087457,27190191,7987541
32098929,12821279,47891390,12821279,47891390,17178718,32098929,17178718,32098929,12896279
22110305,3003803,57880020,3003803,57880020,26996196,22110305,26996196,22110305,3078803
27019043,7912541,52971281,7912541,52971281,22087457,27019043,22087457,27019043,7987541
31927781,12821279,48062542,12821279,48062542,17178718,31927781,17178718,31927781,12896279
21939155,3003803,58051168,3003803,58051168,26996196,21939155,26996196,21939155,3078803
26847893,7912541,53142429,7912541,53142429,22087457,26847893,22087457,26847893,7987541
31756631,12821279,48233690,12821279,48233690,17178718,31756631,17178718,31756631,12896279
21768005,3003803,58222316,3003803,58222316,26996196,21768005,26996196,21768005,3078803
26676743,7912541,53313577,7912541,53313577,22087457,26676743,22087457,26676743,7987541
31585481,12821279,48404838,12821279,48404838,17178718,31585481,17178718,31585481,12896279
21617333,3003803,58372988,3003803,58372988,26996196,21617333,26996196,21617333,3078803
26526071,7912541,53464249,7912541,53464249,22087457,26526071,22087457,26526071,7987541
31434809,12821279,48555510,12821279,48555510,17178718,31434809,17178718,31434809,12896279
21468301,3003803,58522020,3003803,58522020,26996196,21468301,26996196,21468301,3078803
26377039,7912541,53613281,7912541,53613281,22087457,26377039,22087457,26377039,7987541
31285777,12821279,48704542,12821279,48704542,17178718,31285777,17178718,31285777,12896279
21319269,3003803,58671056,3003803,58671056,26996196,21319269,26996196,21319269,3078803
26228007,7912541,53762317,7912541,53762317,22087457,26228007,22087457,26228007,7987541
31136745,12821279,48853578,12821279,48853578,17178718,31136745,17178718,31136745,12896279
21170235,3003803,58820088,3003803,58820088,26996196,21170235,26996196,21170235,3078803
26078973,7912541,53911349,7912541,53911349,22087457,26078973,22087457,26078973,7987541
30987711,12821279,49002610,12821279,49002610,17178718,30987711,17178718,30987711,12896279
21021203,3003803,58969120,3003803,58969120,26996196,21021203,26996196,21021203,3078803
25929941,7912541,54060381,7912541,54060381,22087457,25929941,22087457,25929941,7987541
30838679,12821279,49151642,12821279,49151642,17178718,30838679,17178718,30838679,12896279
20872171,3003803,59118152,3003803,59118152,26996196,20872171,26996196,20872171,3078803
25780909,7912541,54209413,7912541,54209413,22087457,25780909,22087457,25780909,7987541
30689647,12821279,49300674,12821279,49300674,17178718,30689647,17178718,30689647,12896279
20723139,3003803,59267184,3003803,59267184,26996196,20723139,26996196,20723139,3078803
25631877,7912541,54358445,7912541,54358445,22087457,25631877,22087457,25631877,7987541
30540615,12821279,49449706,12821279,49449706,17178718,30540615,17178718,30540615,12896279
20574105,3003803,59416216,3003803,59416216,26996196,20574105,26996196,20574105,3078803
25482843,7912541,54507477,7912541,54507477,22087457,25482843,22087457,25482843,7987541
30391581,12821279,49598738,12821279,49598738,17178718,30391581,17178718,30391581,12896279
20425073,3003803,59565248,3003803,59565248,26996196,20425073,26996196,20425073,3078803
25333811,7912541,54656509,7912541,54656509,22087457,25333811,22087457,25333811,7987541
30242549,12821279,49747770,12821279,49747770,17178718,30242549,17178718,30242549,12896279
20276041,3003803,59714280,3003803,59714280,26996196,20276041,26996196,20276041,3078803
25184779,7912541,54805541,7912541,54805541,22087457,25184779,22087457,25184779,7987541
30093517,12821279,49896802,12821279,49896802,17178718,30093517,17178718,30093517,12896279
20127007,3003803,59863312,3003803,59863312,26996196,20127007,26996196,20127007,3078803
25035745,7912541,54954573,7912541,54954573,22087457,25035745,22087457,25035745,7987541
29944483,12821279,50045834,12821279,50045834,17178718,29944483,17178718,29944483,12896279
19977975,3003803,60012348,3003803,60012348,26996196,19977975,26996196,19977975,3078803
24886713,7912541,55103609,7912541,55103609,22087457,24886713,22087457,24886713,7987541
29795451,12821279,50194870,12821279,50194870,17178718,29795451,17178718,29795451,12896279
19828943,3003803,60161380,3003803,60161380,26996196,19828943,26996196,19828943,3078803
24737681,7912541,55252641,7912541,55252641,22087457,24737681,22087457,24737681,7987541
29646419,12821279,50343902,12821279,50343902,17178718,29646419,17178718,29646419,12896279
19681070,3003803,60309252,3003803,60309252,26996196,19681070,26996196,19681070,3078803
24589808,7912541,55400513,7912541,55400513,22087457,24589808,22087457,24589808,7987541
29498546,12821279,50491774,12821279,50491774,17178718,29498546,17178718,29498546,12896279
19550397,3003803,60439924,3003803,60439924,26996196,19550397,26996196,19550397,3078803
24459135,7912541,55531185,7912541,55531185,22087457,24459135,22087457,24459135,7987541
29367873,12821279,50622446,12821279,50622446,17178718,29367873,17178718,29367873,12896279
19419724,3003803,60570600,3003803,60570600,26996196,19419724,26996196,19419724,3078803
24328462,7912541,55661861,7912541,55661861,22087457,24328462,22087457,24328462,7987541
29237200,12821279,50753122,12821279,50753122,17178718,29237200,17178718,29237200,12896279
19289051,3003803,60701272,3003803,60701272,26996196,19289051,26996196,19289051,3078803
24197789,7912541,55792533,7912541,55792533,22087457,24197789,22087457,24197789,7987541
29106527,12821279,50883794,12821279,50883794,17178718,29106527,17178718,29106527,12896279
19158378,3003803,60831944,3003803,60831944,26996196,19158378,26996196,19158378,3078803
24067116,7912541,55923205,7912541,55923205,22087457,24067116,22087457,24067116,7987541
28975854,12821279,51014466,12821279,51014466,17178718,28975854,17178718,28975854,12896279
19027705,3003803,60962620,3003803,60962620,26996196,19027705,26996196,19027705,3078803
23936443,7912541,56053881,7912541,56053881,22087457,23936443,22087457,23936443,7987541
28845181,12821279,51145142,12821279,51145142,17178718,28845181,17178718,28845181,12896279
18897031,3003803,61093292,3003803,61093292,26996196,18897031,26996196,18897031,3078803
23805769,7912541,56184553,7912541,56184553,22087457,23805769,22087457,23805769,7987541
28714507,12821279,51275814,12821279,51275814,17178718,28714507,17178718,28714507,12896279
18766359,3003803,61223964,3003803,61223964,26996196,18766359,26996196,18766359,3078803
23675097,7912541,56315225,7912541,56315225,22087457,23675097,22087457,23675097,7987541
28583835,12821279,51406486,12821279,51406486,17178718,28583835,17178718,28583835,12896279
18635686,3003803,61354640,3003803,61354640,26996196,18635686,26996196,18635686,3078803
23544424,7912541,56445901,7912541,56445901,22087457,23544424,22087457,23544424,7987541
28453162,12821279,51537162,12821279,51537162,17178718,28453162,17178718,28453162,12896279
18505013,3003803,61485312,3003803,61485312,26996196,18505013,26996196,18505013,3078803
23413751,7912541,56576573,7912541,56576573,22087457,23413751,22087457,23413751,7987541
28322489,12821279,51667834,12821279,51667834,17178718,28322489,17178718,28322489,12896279
18374340,3003803,61615988,3003803,61615988,26996196,18374340,26996196,18374340,3078803
23283078,7912541,56707249,7912541,56707249,22087457,23283078,22087457,23283078,7987541
28191816,12821279,51798510,12821279,51798510,17178718,28191816,17178718,28191816,12896279
18243667,3003803,61746660,3003803,61746660,26996196,18243667,26996196,18243667,3078803
23152405,7912541,56837921,7912541,56837921,22087457,23152405,22087457,23152405,7987541
28061143,12821279,51929182,12821279,51929182,17178718,28061143,17178718,28061143,12896279
18112994,3003803,61877332,3003803,61877332,26996196,18112994,26996196,18112994,3078803
23021732,7912541,56968593,7912541,56968593,22087457,23021732,22087457,23021732,7987541
27930470,12821279,52059854,12821279,52059854,17178718,27930470,17178718,27930470,12896279
17982321,3003803,62008008,3003803,62008008,26996196,17982321,26996196,17982321,3078803
22891059,7912541,57099269,7912541,57099269,22087457,22891059,22087457,22891059,7987541
27799797,12821279,52190530,12821279,52190530,17178718,27799797,17178718,27799797,12896279
17851648,3003803,62138680,3003803,62138680,26996196,17851648,26996196,17851648,3078803
22760386,7912541,57229941,7912541,57229941,22087457,22760386,22087457,22760386,7987541
27669124,12821279,52321202,12821279,52321202,17178718,27669124,17178718,27669124,12896279
17720975,3003803,62269352,3003803,62269352,26996196,17720975,26996196,17720975,3078803
22629713,7912541,57360613,7912541,57360613,22087457,22629713,22087457,22629713,7987541
27538451,12821279,52451874,12821279,52451874,17178718,27538451,17178718,27538451,12896279
17605007,3003803,62385320,3003803,62385320,26996196,17605007,26996196,17605007,3078803
22513745,7912541,57476581,7912541,57476581,22087457,22513745,22087457,22513745,7987541
27422483,12821279,52567842,12821279,52567842,17178718,27422483,17178718,27422483,12896279
17489930,3003803,62500396,3003803,62500396,26996196,17489930,26996196,17489930,3078803
22398668,7912541,57591657,7912541,57591657,22087457,22398668,22087457,22398668,7987541
27307406,12821279,52682918,12821279,52682918,17178718,27307406,17178718,27307406,12896279
17374853,3003803,62615476,3003803,62615476,26996196,17374853,26996196,17374853,3078803
22283591,7912541,57706737,7912541,57706737,22087457,22283591,22087457,22283591,7987541
27192329,12821279,52797998,12821279,52797998,17178718,27192329,17178718,27192329,12896279
17259776,3003803,62730552,3003803,62730552,26996196,17259776,26996196,17259776,3078803
22168514,7912541,57821813,7912541,57821813,22087457,22168514,22087457,22168514,7987541
27077252,12821279,52913074,12821279,52913074,17178718,27077252,17178718,27077252,12896279
17144699,3003803,62845628,3003803,62845628,26996196,17144699,26996196,17144699,3078803
22053437,7912541,57936889,7912541,57936889,22087457,22053437,22087457,22053437,7987541
26962175,12821279,53028150,12821279,53028150,17178718,26962175,17178718,26962175,12896279
17029622,3003803,62960704,3003803,62960704,26996196,17029622,26996196,17029622,3078803
21938360,7912541,58051965,7912541,58051965,22087457,21938360,22087457,21938360,7987541
26847098,12821279,53143226,12821279,53143226,17178718,26847098,17178718,26847098,12896279
16914545,3003803,63075780,3003803,63075780,26996196,16914545,26996196,16914545,3078803
21823283,7912541,58167041,7912541,58167041,22087457,21823283,22087457,21823283,7987541
26732021,12821279,53258302,12821279,53258302,17178718,26732021,17178718,26732021,12896279
16799469,3003803,63190856,3003803,63190856,26996196,16799469,26996196,16799469,3078803
21708207,7912541,58282117,7912541,58282117,22087457,21708207,22087457,21708207,7987541
26616945,12821279,53373378,12821279,53373378,17178718,26616945,17178718,26616945,12896279
16684392,3003803,63305932,3003803,63305932,26996196,16684392,26996196,16684392,3078803
21593130,7912541,58397193,7912541,58397193,22087457,21593130,22087457,21593130,7987541
26501868,12821279,53488454,12821279,53488454,17178718,26501868,17178718,26501868,12896279
16569315,3003803,63421008,3003803,63421008,26996196,16569315,26996196,16569315,3078803
21478053,7912541,58512269,7912541,58512269,22087457,21478053,22087457,21478053,7987541
26386791,12821279,53603530,12821279,53603530,17178718,26386791,17178718,26386791,12896279
16454238,3003803,63536084,3003803,63536084,26996196,16454238,26996196,16454238,3078803
21362976,7912541,58627345,7912541,58627345,22087457,21362976,22087457,21362976,7987541
26271714,12821279,53718606,12821279,53718606,17178718,26271714,17178718,26271714,12896279
16339161,3003803,63651164,3003803,63651164,26996196,16339161,26996196,16339161,3078803
21247899,7912541,58742425,7912541,58742425,22087457,21247899,22087457,21247899,7987541
26156637,12821279,53833686,12821279,53833686,17178718,26156637,17178718,26156637,12896279
16224084,3003803,63766240,3003803,63766240,26996196,16224084,26996196,16224084,3078803
21132822,7912541,58857501,7912541,58857501,22087457,21132822,22087457,21132822,7987541
26041560,12821279,53948762,12821279,53948762,17178718,26041560,17178718,26041560,12896279
16109007,3003803,63881316,3003803,63881316,26996196,16109007,26996196,16109007,3078803
21017745,7912541,58972577,7912541,58972577,22087457,21017745,22087457,21017745,7987541
25926483,12821279,54063838,12821279,54063838,17178718,25926483,17178718,25926483,12896279
15993931,3003803,63996392,3003803,63996392,26996196,15993931,26996196,15993931,3078803
20902669,7912541,59087653,7912541,59087653,22087457,20902669,22087457,20902669,7987541
25811407,12821279,54178914,12821279,54178914,17178718,25811407,17178718,25811407,12896279
15878854,3003803,64111468,3003803,64111468,26996196,15878854,26996196,15878854,3078803
20787592,7912541,59202729,7912541,59202729,22087457,20787592,22087457,20787592,7987541
25696330,12821279,54293990,12821279,54293990,17178718,25696330,17178718,25696330,12896279
15772199,3003803,64218124,3003803,64218124,26996196,15772199,26996196,15772199,3078803
20680937,7912541,59309385,7912541,59309385,22087457,20680937,22087457,20680937,7987541
25589675,12821279,54400646,12821279,54400646,17178718,25589675,17178718,25589675,12896279
15670632,3003803,64319692,3003803,64319692,26996196,15670632,26996196,15670632,3078803
20579370,7912541,59410953,7912541,59410953,22087457,20579370,22087457,20579370,7987541
25488108,12821279,54502214,12821279,54502214,17178718,25488108,17178718,25488108,12896279
15569064,3003803,64421260,3003803,64421260,26996196,15569064,26996196,15569064,3078803
20477802,7912541,59512521,7912541,59512521,22087457,20477802,22087457,20477802,7987541
25386540,12821279,54603782,12821279,54603782,17178718,25386540,17178718,25386540,12896279
15467497,3003803,64522828,3003803,64522828,26996196,15467497,26996196,15467497,3078803
20376235,7912541,59614089,7912541,59614089,22087457,20376235,22087457,20376235,7987541
25284973,12821279,54705350,12821279,54705350,17178718,25284973,17178718,25284973,12896279
15365929,3003803,64624396,3003803,64624396,26996196,15365929,26996196,15365929,3078803
20274667,7912541,59715657,7912541,59715657,22087457,20274667,22087457,20274667,7987541
25183405,12821279,54806918,12821279,54806918,17178718,25183405,17178718,25183405,12896279
15264362,3003803,64725964,3003803,64725964,26996196,15264362,26996196,15264362,3078803
20173100,7912541,59817225,7912541,59817225,22087457,20173100,22087457,20173100,7987541
25081838,12821279,54908486,12821279,54908486,17178718,25081838,17178718,25081838,12896279
15162795,3003803,64827532,3003803,64827532,26996196,15162795,26996196,15162795,3078803
20071533,7912541,59918793,7912541,59918793,22087457,20071533,22087457,20071533,7987541
24980271,12821279,55010054,12821279,55010054,17178718,24980271,17178718,24980271,12896279
15061227,3003803,64929100,3003803,64929100,26996196,15061227,26996196,15061227,3078803
19969965,7912541,60020361,7912541,60020361,22087457,19969965,22087457,19969965,7987541
24878703,12821279,55111622,12821279,55111622,17178718,24878703,17178718,24878703,12896279
14959660,3003803,65030668,3003803,65030668,26996196,14959660,26996196,14959660,3078803
19868398,7912541,60121929,7912541,60121929,22087457,19868398,22087457,19868398,7987541
24777136,12821279,55213190,12821279,55213190,17178718,24777136,17178718,24777136,12896279
14858093,3003803,65132228,3003803,65132228,26996196,14858093,26996196,14858093,3078803
19766831,7912541,60223489,7912541,60223489,22087457,19766831,22087457,19766831,7987541
24675569,12821279,55314750,12821279,55314750,17178718,24675569,17178718,24675569,12896279
14756525,3003803,65233796,3003803,65233796,26996196,14756525,26996196,14756525,3078803
19665263,7912541,60325057,7912541,60325057,22087457,19665263,22087457,19665263,7987541
24574001,12821279,55416318,12821279,55416318,17178718,24574001,17178718,24574001,12896279
14654958,3003803,65335364,3003803,65335364,26996196,14654958,26996196,14654958,3078803
19563696,7912541,60426625,7912541,60426625,22087457,19563696,22087457,19563696,7987541
24472434,12821279,55517886,12821279,55517886,17178718,24472434,17178718,24472434,12896279
14553391,3003803,65436932,3003803,65436932,26996196,14553391,26996196,14553391,3078803
19462129,7912541,60528193,7912541,60528193,22087457,19462129,22087457,19462129,7987541
24370867,12821279,55619454,12821279,55619454,17178718,24370867,17178718,24370867,12896279
14451823,3003803,65538500,3003803,65538500,26996196,14451823,26996196,14451823,3078803
19360561,7912541,60629761,7912541,60629761,22087457,19360561,22087457,19360561,7987541
24269299,12821279,55721022,12821279,55721022,17178718,24269299,17178718,24269299,12896279
14350256,3003803,65640068,3003803,65640068,26996196,14350256,26996196,14350256,3078803
19258994,7912541,60731329,7912541,60731329,22087457,19258994,22087457,19258994,7987541
24167732,12821279,55822590,12821279,55822590,17178718,24167732,17178718,24167732,12896279
14248688,3003803,65741636,3003803,65741636,26996196,14248688,26996196,14248688,3078803
19157426,7912541,60832897,7912541,60832897,22087457,19157426,22087457,19157426,7987541
24066164,12821279,55924158,12821279,55924158,17178718,24066164,17178718,24066164,12896279
14147121,3003803,65843204,3003803,65843204,26996196,14147121,26996196,14147121,3078803
19055859,7912541,60934465,7912541,60934465,22087457,19055859,22087457,19055859,7987541
23964597,12821279,56025726,12821279,56025726,17178718,23964597,17178718,23964597,12896279
14047553,3003803,65942772,3003803,65942772,26996196,14047553,26996196,14047553,3078803
18956291,7912541,61034033,7912541,61034033,22087457,18956291,22087457,18956291,7987541
23865029,12821279,56125294,12821279,56125294,17178718,23865029,17178718,23865029,12896279
13957887,3003803,66032436,3003803,66032436,26996196,13957887,26996196,13957887,3078803
18866625,7912541,61123697,7912541,61123697,22087457,18866625,22087457,18866625,7987541
23775363,12821279,56214958,12821279,56214958,17178718,23775363,17178718,23775363,12896279
13868222,3003803,66122108,3003803,66122108,26996196,13868222,26996196,13868222,3078803
18776960,7912541,61213369,7912541,61213369,22087457,18776960,22087457,18776960,7987541
23685698,12821279,56304630,12821279,56304630,17178718,23685698,17178718,23685698,12896279
13778556,3003803,66211772,3003803,66211772,26996196,13778556,26996196,13778556,3078803
18687294,7912541,61303033,7912541,61303033,22087457,18687294,22087457,18687294,7987541
23596032,12821279,56394294,12821279,56394294,17178718,23596032,17178718,23596032,12896279
13688890,3003803,66301436,3003803,66301436,26996196,13688890,26996196,13688890,3078803
18597628,7912541,61392697,7912541,61392697,22087457,18597628,22087457,18597628,7987541
23506366,12821279,56483958,12821279,56483958,17178718,23506366,17178718,23506366,12896279
13599224,3003803,66391100,3003803,66391100,26996196,13599224,26996196,13599224,3078803
18507962,7912541,61482361,7912541,61482361,22087457,18507962,22087457,18507962,7987541
